HomeTeam,AwayTeam,Winner,Player,GoalTime
Austria,Latvia,Austria,Marko Arnautović,7
Austria,Latvia,Austria,Marcel Sabitzer,13
Austria,Latvia,Austria,Marko Arnautović,53
Austria,Latvia,Austria,Pāvels Šteinbors,76
Austria,Latvia,Austria,Konrad Laimer,80
Austria,Latvia,Austria,Michael Gregoritsch,85
Comoros,Togo,Togo,Kodjo Fo-Doh Laba,34
Comoros,Togo,Comoros,Ibroihim Djoudja,49
Cyprus,Kazakhstan,Kazakhstan,Aleksey Shchotkin,2
Cyprus,Kazakhstan,Cyprus,Pieros Sotiriou,39
Estonia,Belarus,Belarus,Nikita Naumov,48
Estonia,Belarus,Estonia,Erik Sorga,54
Estonia,Belarus,Belarus,Maksim Skavysh,90
Gambia,Angola,Angola,Wilson Gaspar,31
Germany,Netherlands,Germany,Serge Gnabry,9
Germany,Netherlands,Netherlands,Frenkie de Jong,59
Germany,Netherlands,Netherlands,Jonathan Tah,66
Germany,Netherlands,Germany,Toni Kroos,73
Germany,Netherlands,Netherlands,Donyell Malen,79
Germany,Netherlands,Netherlands,Georginio Wijnaldum,90
San Marino,Belgium,Belgium,Michy Batshuayi,43
San Marino,Belgium,Belgium,Dries Mertens,57
San Marino,Belgium,Belgium,Nacer Chadli,63
San Marino,Belgium,Belgium,Michy Batshuayi,90
Scotland,Russia,Scotland,John McGinn,11
Scotland,Russia,Russia,Artem Dzyuba,40
Scotland,Russia,Russia,Stephen O'Donnell,59
Slovakia,Croatia,Croatia,Nikola Vlašić,45
Slovakia,Croatia,Croatia,Ivan Perišić,46
Slovakia,Croatia,Croatia,Bruno Petković,72
Slovakia,Croatia,Croatia,Dejan Lovren,89
Slovenia,Poland,Slovenia,Aljaž Struna,35
Slovenia,Poland,Slovenia,Andraž Šporar,65
Wales,Azerbaijan,Wales,Pavel Pashayev,26
Wales,Azerbaijan,Azerbaijan,Mahir Emreli,59
Wales,Azerbaijan,Wales,Gareth Bale,84
England,Bulgaria,England,Harry Kane,24
England,Bulgaria,England,Harry Kane,50
England,Bulgaria,England,Raheem Sterling,55
England,Bulgaria,England,Harry Kane,73
France,Albania,France,Kingsley Coman,8
France,Albania,France,Olivier Giroud,27
France,Albania,France,Kingsley Coman,68
France,Albania,France,Jonathan Ikoné,85
France,Albania,Albania,Sokol Çikalleshi,90
Iceland,Moldova,Iceland,Kolbeinn Sigþórsson,31
Iceland,Moldova,Iceland,Birkir Bjarnason,55
Iceland,Moldova,Iceland,Jón Daði Böðvarsson,77
Kosovo,Czech Republic,Czech Republic,Patrik Schick,16
Kosovo,Czech Republic,Kosovo,Vedat Muriqi,20
Kosovo,Czech Republic,Kosovo,Mërgim Vojvoda,67
Lithuania,Ukraine,Ukraine,Oleksandr Zinchenko,7
Lithuania,Ukraine,Ukraine,Marlos,27
Lithuania,Ukraine,Ukraine,Ruslan Malinovskyi,62
Serbia,Portugal,Portugal,William Carvalho,42
Serbia,Portugal,Portugal,Gonçalo Guedes,58
Serbia,Portugal,Serbia,Nikola Milenković,68
Serbia,Portugal,Portugal,Cristiano Ronaldo,80
Serbia,Portugal,Serbia,Aleksandar Mitrović,85
Serbia,Portugal,Portugal,Bernardo Silva,86
Turkey,Andorra,Turkey,Ozan Tufan,89
Armenia,Bosnia and Herzegovina,Armenia,Henrikh Mkhitaryan,3
Armenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,13
Armenia,Bosnia and Herzegovina,Armenia,Henrikh Mkhitaryan,66
Armenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Amer Gojak,70
Armenia,Bosnia and Herzegovina,Armenia,Hovhannes Hambardzumyan,77
Armenia,Bosnia and Herzegovina,Armenia,Stjepan Lončar,90
Equatorial Guinea,South Sudan,Equatorial Guinea,Emilio Nsue,72
Finland,Italy,Italy,Ciro Immobile,59
Finland,Italy,Finland,Teemu Pukki,72
Finland,Italy,Italy,Jorginho,79
Greece,Liechtenstein,Greece,Giorgos Masouras,33
Greece,Liechtenstein,Liechtenstein,Dennis Salanović,85
Lesotho,Ethiopia,Ethiopia,Nkau Lerotholi,50
Lesotho,Ethiopia,Lesotho,Tsepo Seturumane,56
Romania,Malta,Romania,George Pușcaș,47
Sierra Leone,Liberia,Sierra Leone,Kei Kamara,55
Spain,Faroe Islands,Spain,Rodrigo,13
Spain,Faroe Islands,Spain,Rodrigo,50
Spain,Faroe Islands,Spain,Paco Alcácer,90
Spain,Faroe Islands,Spain,Paco Alcácer,90
Sweden,Norway,Norway,Stefan Johansen,45
Sweden,Norway,Sweden,Emil Forsberg,60
Switzerland,Gibraltar,Switzerland,Denis Zakaria,37
Switzerland,Gibraltar,Switzerland,Admir Mehmedi,43
Switzerland,Gibraltar,Switzerland,Ricardo Rodríguez,45
Switzerland,Gibraltar,Switzerland,Mario Gavranović,87
Tanzania,Burundi,Tanzania,Mbwana Samatta,29
Tanzania,Burundi,Burundi,Fiston Abdul Razak,45
Azerbaijan,Croatia,Croatia,Luka Modrić,11
Azerbaijan,Croatia,Azerbaijan,Tamkin Khalilzade,72
Estonia,Netherlands,Netherlands,Ryan Babel,17
Estonia,Netherlands,Netherlands,Ryan Babel,47
Estonia,Netherlands,Netherlands,Memphis Depay,76
Estonia,Netherlands,Netherlands,Georginio Wijnaldum,87
Hungary,Slovakia,Slovakia,Róbert Mak,40
Hungary,Slovakia,Hungary,Dominik Szoboszlai,50
Hungary,Slovakia,Slovakia,Róbert Boženík,56
Latvia,North Macedonia,North Macedonia,Goran Pandev,14
Latvia,North Macedonia,North Macedonia,Enis Bardhi,17
Northern Ireland,Germany,Germany,Marcel Halstenberg,48
Northern Ireland,Germany,Germany,Serge Gnabry,90
Russia,Kazakhstan,Russia,Mário Fernandes,89
San Marino,Cyprus,Cyprus,Ioannis Kousoulos,2
San Marino,Cyprus,Cyprus,Fotis Papoulis,39
San Marino,Cyprus,Cyprus,Ioannis Kousoulos,73
San Marino,Cyprus,Cyprus,Kostakis Artymatas,75
Scotland,Belgium,Belgium,Romelu Lukaku,9
Scotland,Belgium,Belgium,Thomas Vermaelen,24
Scotland,Belgium,Belgium,Toby Alderweireld,32
Scotland,Belgium,Belgium,Kevin De Bruyne,82
Slovenia,Israel,Slovenia,Benjamin Verbič,43
Slovenia,Israel,Israel,Bibras Natcho,50
Slovenia,Israel,Israel,Eran Zahavi,63
Slovenia,Israel,Slovenia,Roman Bezjak,66
Slovenia,Israel,Slovenia,Benjamin Verbič,90
Afghanistan,Bangladesh,Afghanistan,Farshad Noor,27
Albania,Iceland,Albania,Kastriot Dermaku,32
Albania,Iceland,Iceland,Gylfi Sigurðsson,47
Albania,Iceland,Albania,Elseid Hysaj,52
Albania,Iceland,Iceland,Kolbeinn Sigþórsson,58
Albania,Iceland,Albania,Odise Roshi,79
Albania,Iceland,Albania,Sokol Çikalleshi,83
Angola,Gambia,Angola,Geraldo,41
Angola,Gambia,Gambia,Assan Ceesay,65
Angola,Gambia,Angola,Fábio Abreu,68
Cambodia,Bahrain,Bahrain,Kamil Al Aswad,78
England,Kosovo,Kosovo,Valon Berisha,1
England,Kosovo,England,Raheem Sterling,8
England,Kosovo,England,Harry Kane,19
England,Kosovo,England,Mërgim Vojvoda,38
England,Kosovo,England,Jadon Sancho,44
England,Kosovo,England,Jadon Sancho,45
England,Kosovo,Kosovo,Valon Berisha,49
England,Kosovo,Kosovo,Vedat Muriqi,55
France,Andorra,France,Kingsley Coman,18
France,Andorra,France,Clément Lenglet,52
France,Andorra,France,Wissam Ben Yedder,90
Guam,Philippines,Philippines,Ángel Guirado,7
Guam,Philippines,Philippines,Patrick Reichelt,12
Guam,Philippines,Guam,Marcus Lopez,67
Guam,Philippines,Philippines,Stephan Schröck,71
Guam,Philippines,Philippines,John-Patrick Strauß,81
Guinea-Bissau,São Tomé and Príncipe,São Tomé and Príncipe,Iniesta,12
Guinea-Bissau,São Tomé and Príncipe,Guinea-Bissau,Joseph Mendes,66
Guinea-Bissau,São Tomé and Príncipe,Guinea-Bissau,Joseph Mendes,77
Hong Kong,Iran,Iran,Sardar Azmoun,23
Hong Kong,Iran,Iran,Karim Ansarifard,54
Indonesia,Thailand,Thailand,Supachok Sarachat,55
Indonesia,Thailand,Thailand,Theerathon Bunmathan,65
Indonesia,Thailand,Thailand,Supachok Sarachat,71
Kuwait,Australia,Australia,Mathew Leckie,7
Kuwait,Australia,Australia,Mathew Leckie,30
Kuwait,Australia,Australia,Aaron Mooy,38
Lithuania,Portugal,Portugal,Cristiano Ronaldo,7
Lithuania,Portugal,Lithuania,Vytautas Andriuškevičius,28
Lithuania,Portugal,Portugal,Cristiano Ronaldo,62
Lithuania,Portugal,Portugal,Cristiano Ronaldo,65
Lithuania,Portugal,Portugal,Cristiano Ronaldo,76
Lithuania,Portugal,Portugal,William Carvalho,90
Luxembourg,Serbia,Serbia,Aleksandar Mitrović,36
Luxembourg,Serbia,Serbia,Nemanja Radonjić,55
Luxembourg,Serbia,Luxembourg,David Turpel,66
Luxembourg,Serbia,Serbia,Aleksandar Mitrović,78
Malawi,Botswana,Malawi,Gerald Phiri Jr.,81
Malaysia,United Arab Emirates,Malaysia,Syafiq Ahmad,1
Malaysia,United Arab Emirates,United Arab Emirates,Ali Mabkhout,43
Malaysia,United Arab Emirates,United Arab Emirates,Ali Mabkhout,75
Maldives,China PR,China PR,Wu Xi,34
Maldives,China PR,China PR,Wu Lei,45
Maldives,China PR,China PR,Yang Xu,64
Maldives,China PR,China PR,Elkeson,83
Maldives,China PR,China PR,Elkeson,90
Moldova,Turkey,Turkey,Cenk Tosun,37
Moldova,Turkey,Turkey,Deniz Türüç,57
Moldova,Turkey,Turkey,Cenk Tosun,79
Moldova,Turkey,Turkey,Yusuf Yazıcı,88
Mongolia,Tajikistan,Tajikistan,Davron Ergashev,81
Montenegro,Czech Republic,Czech Republic,Tomáš Souček,54
Montenegro,Czech Republic,Czech Republic,Lukáš Masopust,58
Montenegro,Czech Republic,Czech Republic,Vladimír Darida,90
Mozambique,Mauritius,Mozambique,Clésio,6
Mozambique,Mauritius,Mozambique,Geny Catamo,77
Myanmar,Japan,Japan,Shoya Nakajima,16
Myanmar,Japan,Japan,Takumi Minamino,26
Namibia,Eritrea,Namibia,Absalom Iimbondi,25
Namibia,Eritrea,Namibia,Peter Shalulile,90
Rwanda,Seychelles,Rwanda,Djihad Bizimana,16
Rwanda,Seychelles,Rwanda,Meddie Kagere,27
Rwanda,Seychelles,Rwanda,Jacques Tuyisenge,29
Rwanda,Seychelles,Rwanda,Jacques Tuyisenge,34
Rwanda,Seychelles,Rwanda,Meddie Kagere,51
Rwanda,Seychelles,Rwanda,Yannick Mukunzi,57
Rwanda,Seychelles,Rwanda,Muhadjiri Hakizimana,79
Singapore,Palestine,Singapore,Shakir Hamzah,3
Singapore,Palestine,Palestine,Yaser Hamed,13
Singapore,Palestine,Singapore,Safuwan Baharudin,38
Sri Lanka,North Korea,North Korea,Jang Kuk-chol,67
Taiwan,Nepal,Nepal,Anjan Bista,4
Taiwan,Nepal,Nepal,Anjan Bista,62
Togo,Comoros,Togo,Kassim M'Dahoma,10
Togo,Comoros,Togo,Gilles Sunu,71
Turkmenistan,South Korea,South Korea,Na Sang-ho,13
Turkmenistan,South Korea,South Korea,Jung Woo-young,82
Yemen,Saudi Arabia,Yemen,Mohsen Qarawi,8
Yemen,Saudi Arabia,Saudi Arabia,Hattan Bahebri,23
Yemen,Saudi Arabia,Yemen,Omar Al-Dahi,37
Yemen,Saudi Arabia,Saudi Arabia,Salem Al-Dawsari,48
Zimbabwe,Somalia,Zimbabwe,Marshall Munetsi,77
Zimbabwe,Somalia,Somalia,Omar Mohamed,85
Zimbabwe,Somalia,Zimbabwe,Admiral Muskwe,86
Zimbabwe,Somalia,Zimbabwe,Khama Billiat,90
Australia,Nepal,Australia,Jamie Maclaren,6
Australia,Nepal,Australia,Jamie Maclaren,19
Australia,Nepal,Australia,Harry Souttar,23
Australia,Nepal,Australia,Harry Souttar,59
Australia,Nepal,Australia,Jamie Maclaren,90
Austria,Israel,Israel,Eran Zahavi,34
Austria,Israel,Austria,Valentino Lazaro,41
Austria,Israel,Austria,Martin Hinteregger,56
Austria,Israel,Austria,Marcel Sabitzer,88
Bangladesh,Qatar,Qatar,Yusuf Abdurisag,28
Bangladesh,Qatar,Qatar,Karim Boudiaf,90
Belgium,San Marino,Belgium,Romelu Lukaku,28
Belgium,San Marino,Belgium,Nacer Chadli,31
Belgium,San Marino,Belgium,Cristian Brolli,35
Belgium,San Marino,Belgium,Romelu Lukaku,41
Belgium,San Marino,Belgium,Toby Alderweireld,43
Belgium,San Marino,Belgium,Youri Tielemans,45
Belgium,San Marino,Belgium,Christian Benteke,79
Belgium,San Marino,Belgium,Yari Verschaeren,84
Belgium,San Marino,Belgium,Timothy Castagne,90
China PR,Guam,China PR,Yang Xu,6
China PR,Guam,China PR,Wu Lei,17
China PR,Guam,China PR,Yang Xu,19
China PR,Guam,China PR,Yang Xu,24
China PR,Guam,China PR,Yang Xu,31
China PR,Guam,China PR,Wu Xi,45
China PR,Guam,China PR,Elkeson,75
Croatia,Hungary,Croatia,Luka Modrić,5
Croatia,Hungary,Croatia,Bruno Petković,24
Croatia,Hungary,Croatia,Bruno Petković,42
Iran,Cambodia,Iran,Ahmad Nourollahi,5
Iran,Cambodia,Iran,Sardar Azmoun,11
Iran,Cambodia,Iran,Hossein Kanaanizadegan,18
Iran,Cambodia,Iran,Soeuy Visal,22
Iran,Cambodia,Iran,Sardar Azmoun,35
Iran,Cambodia,Iran,Karim Ansarifard,40
Iran,Cambodia,Iran,Sardar Azmoun,44
Iran,Cambodia,Iran,Karim Ansarifard,48
Iran,Cambodia,Iran,Mehdi Taremi,54
Iran,Cambodia,Iran,Karim Ansarifard,60
Iran,Cambodia,Iran,Mohammad Mohebi,65
Iran,Cambodia,Iran,Mohammad Mohebi,67
Iran,Cambodia,Iran,Mehrdad Mohammadi,85
Iran,Cambodia,Iran,Karim Ansarifard,88
Iraq,Hong Kong,Iraq,Mohanad Ali,37
Iraq,Hong Kong,Iraq,Ali Adnan Kadhim,79
Japan,Mongolia,Japan,Takumi Minamino,22
Japan,Mongolia,Japan,Maya Yoshida,29
Japan,Mongolia,Japan,Yuto Nagatomo,33
Japan,Mongolia,Japan,Kensuke Nagai,40
Japan,Mongolia,Japan,Wataru Endō,57
Japan,Mongolia,Japan,Daichi Kamada,82
Kazakhstan,Cyprus,Kazakhstan,Temirlan Yerlanov,34
Kazakhstan,Cyprus,Cyprus,Pieros Sotiriou,73
Kazakhstan,Cyprus,Cyprus,Nicholas Ioannou,84
Kyrgyzstan,Myanmar,Kyrgyzstan,Edgar Bernhardt,5
Kyrgyzstan,Myanmar,Kyrgyzstan,Edgar Bernhardt,10
Kyrgyzstan,Myanmar,Kyrgyzstan,Alimardon Shukurov,20
Kyrgyzstan,Myanmar,Kyrgyzstan,Gulzhigit Alykulov,26
Kyrgyzstan,Myanmar,Kyrgyzstan,Valery Kichin,45
Kyrgyzstan,Myanmar,Kyrgyzstan,Alimardon Shukurov,71
Kyrgyzstan,Myanmar,Kyrgyzstan,Edgar Bernhardt,87
Latvia,Poland,Poland,Robert Lewandowski,9
Latvia,Poland,Poland,Robert Lewandowski,13
Latvia,Poland,Poland,Robert Lewandowski,76
Lebanon,Turkmenistan,Lebanon,Hilal El-Helwe,5
Lebanon,Turkmenistan,Turkmenistan,Altymyrat Annadurdyýew,62
Lebanon,Turkmenistan,Lebanon,Nader Matar,64
Netherlands,Northern Ireland,Northern Ireland,Josh Magennis,75
Netherlands,Northern Ireland,Netherlands,Memphis Depay,80
Netherlands,Northern Ireland,Netherlands,Memphis Depay,90
Netherlands,Northern Ireland,Netherlands,Luuk de Jong,90
North Macedonia,Slovenia,North Macedonia,Elif Elmas,50
North Macedonia,Slovenia,North Macedonia,Elif Elmas,68
North Macedonia,Slovenia,Slovenia,Josip Iličić,90
Oman,Afghanistan,Oman,Abdul Aziz Al-Muqbali,27
Oman,Afghanistan,Oman,Abdul Aziz Al-Muqbali,38
Oman,Afghanistan,Oman,Muhsen Al-Ghassani,61
Russia,Scotland,Russia,Artem Dzyuba,57
Russia,Scotland,Russia,Magomed Ozdoyev,60
Russia,Scotland,Russia,Artem Dzyuba,70
Russia,Scotland,Russia,Aleksandr Golovin,84
Saudi Arabia,Singapore,Saudi Arabia,Abdulfattah Asiri,28
Saudi Arabia,Singapore,Saudi Arabia,Abdullah Al-Hamdan,61
Saudi Arabia,Singapore,Saudi Arabia,Abdulfattah Asiri,67
Slovakia,Wales,Wales,Kieffer Moore,25
Slovakia,Wales,Slovakia,Juraj Kucka,53
South Korea,Sri Lanka,South Korea,Son Heung-min,10
South Korea,Sri Lanka,South Korea,Kim Shin-wook,17
South Korea,Sri Lanka,South Korea,Hwang Hee-chan,20
South Korea,Sri Lanka,South Korea,Kim Shin-wook,30
South Korea,Sri Lanka,South Korea,Son Heung-min,45
South Korea,Sri Lanka,South Korea,Kim Shin-wook,54
South Korea,Sri Lanka,South Korea,Kim Shin-wook,64
South Korea,Sri Lanka,South Korea,Kwon Chang-hoon,76
Syria,Maldives,Syria,Omar Al Somah,26
Syria,Maldives,Syria,Omar Al Somah,60
Syria,Maldives,Maldives,Ali Ashfaq,70
United Arab Emirates,Indonesia,United Arab Emirates,Khalil Ibrahim,40
United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,51
United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,63
United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,72
United Arab Emirates,Indonesia,United Arab Emirates,Tareq Ahmed,90
Uzbekistan,Yemen,Uzbekistan,Sanjar Kodirkulov,3
Uzbekistan,Yemen,Uzbekistan,Eldor Shomurodov,33
Uzbekistan,Yemen,Uzbekistan,Jamshid Iskanderov,53
Uzbekistan,Yemen,Uzbekistan,Islom Tukhtakhujaev,72
Uzbekistan,Yemen,Uzbekistan,Igor Sergeev,90
Vietnam,Malaysia,Vietnam,Nguyễn Quang Hải,40
Andorra,Moldova,Andorra,Marc Vales,63
Czech Republic,England,England,Harry Kane,5
Czech Republic,England,Czech Republic,Jakub Brabec,9
Czech Republic,England,Czech Republic,Zdeněk Ondrášek,85
Iceland,France,France,Olivier Giroud,66
Portugal,Luxembourg,Portugal,Bernardo Silva,16
Portugal,Luxembourg,Portugal,Cristiano Ronaldo,65
Portugal,Luxembourg,Portugal,Gonçalo Guedes,89
Turkey,Albania,Turkey,Cenk Tosun,90
Ukraine,Lithuania,Ukraine,Ruslan Malinovskyi,29
Ukraine,Lithuania,Ukraine,Ruslan Malinovskyi,58
Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Izet Hajrović,29
Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Miralem Pjanić,37
Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Miralem Pjanić,58
Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Armin Hodžić,73
Bosnia and Herzegovina,Finland,Finland,Joel Pohjanpalo,79
Denmark,Switzerland,Denmark,Yussuf Poulsen,84
Faroe Islands,Romania,Romania,George Pușcaș,74
Faroe Islands,Romania,Romania,Alexandru Mitriță,83
Faroe Islands,Romania,Romania,Claudiu Keșerü,90
Italy,Greece,Italy,Jorginho,63
Italy,Greece,Italy,Federico Bernardeschi,78
Liechtenstein,Armenia,Armenia,Tigran Barseghyan,19
Liechtenstein,Armenia,Liechtenstein,Yanik Frick,72
Malta,Sweden,Sweden,Marcus Danielson,11
Malta,Sweden,Sweden,Sebastian Larsson,58
Malta,Sweden,Sweden,Andrei Agius,66
Malta,Sweden,Sweden,Sebastian Larsson,71
Norway,Spain,Spain,Saúl Ñíguez,47
Norway,Spain,Norway,Joshua King,90
Belarus,Netherlands,Netherlands,Georginio Wijnaldum,32
Belarus,Netherlands,Netherlands,Georginio Wijnaldum,41
Belarus,Netherlands,Belarus,Stanislaw Drahun,54
Cyprus,Russia,Russia,Denis Cheryshev,9
Cyprus,Russia,Russia,Magomed Ozdoyev,23
Cyprus,Russia,Russia,Artem Dzyuba,79
Cyprus,Russia,Russia,Aleksandr Golovin,89
Cyprus,Russia,Russia,Denis Cheryshev,90
Estonia,Germany,Germany,İlkay Gündoğan,51
Estonia,Germany,Germany,İlkay Gündoğan,57
Estonia,Germany,Germany,Timo Werner,71
Hungary,Azerbaijan,Hungary,Mihály Korhut,10
Kazakhstan,Belgium,Belgium,Michy Batshuayi,21
Kazakhstan,Belgium,Belgium,Thomas Meunier,53
Poland,North Macedonia,Poland,Przemysław Frankowski,74
Poland,North Macedonia,Poland,Arkadiusz Milik,80
Scotland,San Marino,Scotland,John McGinn,12
Scotland,San Marino,Scotland,John McGinn,27
Scotland,San Marino,Scotland,John McGinn,45
Scotland,San Marino,Scotland,Lawrence Shankland,65
Scotland,San Marino,Scotland,Stuart Findlay,67
Scotland,San Marino,Scotland,Stuart Armstrong,87
Slovenia,Austria,Austria,Stefan Posch,21
Wales,Croatia,Croatia,Nikola Vlašić,9
Wales,Croatia,Wales,Gareth Bale,45
Bulgaria,England,England,Marcus Rashford,7
Bulgaria,England,England,Ross Barkley,20
Bulgaria,England,England,Ross Barkley,32
Bulgaria,England,England,Raheem Sterling,45
Bulgaria,England,England,Raheem Sterling,69
Bulgaria,England,England,Harry Kane,85
France,Turkey,France,Olivier Giroud,76
France,Turkey,Turkey,Kaan Ayhan,82
Iceland,Andorra,Iceland,Arnór Sigurðsson,38
Iceland,Andorra,Iceland,Kolbeinn Sigþórsson,65
Kosovo,Montenegro,Kosovo,Amir Rrahmani,10
Kosovo,Montenegro,Kosovo,Vedat Muriqi,35
Lithuania,Serbia,Serbia,Aleksandar Mitrović,49
Lithuania,Serbia,Serbia,Aleksandar Mitrović,53
Lithuania,Serbia,Lithuania,Donatas Kazlauskas,79
Moldova,Albania,Albania,Sokol Çikalleshi,22
Moldova,Albania,Albania,Keidi Bare,34
Moldova,Albania,Albania,Lorenc Trashi,40
Moldova,Albania,Albania,Rey Manaj,90
Ukraine,Portugal,Ukraine,Roman Yaremchuk,6
Ukraine,Portugal,Ukraine,Andriy Yarmolenko,27
Ukraine,Portugal,Portugal,Cristiano Ronaldo,72
Bahrain,Iran,Bahrain,Mohammed Al-Hardan,65
Cambodia,Iraq,Iraq,Ibrahim Bayesh,22
Cambodia,Iraq,Iraq,Mohanad Ali,41
Cambodia,Iraq,Iraq,Amjad Attwan,57
Cambodia,Iraq,Iraq,Ahmad Ibrahim Khalaf,62
Faroe Islands,Malta,Faroe Islands,Rógvi Baldvinsson,71
Finland,Armenia,Finland,Fredrik Jensen,31
Finland,Armenia,Finland,Teemu Pukki,61
Finland,Armenia,Finland,Teemu Pukki,88
Gibraltar,Georgia,Georgia,Giorgi Kharaishvili,10
Gibraltar,Georgia,Georgia,Jaba Kankava,21
Gibraltar,Georgia,Gibraltar,Lee Casciaro,66
Gibraltar,Georgia,Gibraltar,Roy Chipolina,74
Gibraltar,Georgia,Georgia,Giorgi Kvilitaia,84
Greece,Bosnia and Herzegovina,Greece,Vangelis Pavlidis,30
Greece,Bosnia and Herzegovina,Bosnia and Herzegovina,Amer Gojak,35
Greece,Bosnia and Herzegovina,Greece,Adnan Kovačević,88
India,Bangladesh,Bangladesh,Saad Uddin,42
India,Bangladesh,India,Adil Khan,88
Indonesia,Vietnam,Vietnam,Đỗ Duy Mạnh,26
Indonesia,Vietnam,Vietnam,Quế Ngọc Hải,55
Indonesia,Vietnam,Vietnam,Nguyễn Tiến Linh,61
Indonesia,Vietnam,Indonesia,Irfan Bachdim,84
Israel,Latvia,Israel,Mu'nas Dabbur,16
Israel,Latvia,Israel,Eran Zahavi,26
Israel,Latvia,Latvia,Vladimirs Kamešs,40
Israel,Latvia,Israel,Mu'nas Dabbur,42
Jordan,Nepal,Jordan,Feras Shelbaieh,56
Jordan,Nepal,Jordan,Ahmad Ersan,78
Jordan,Nepal,Jordan,Baha' Faisal,88
Liechtenstein,Italy,Italy,Federico Bernardeschi,2
Liechtenstein,Italy,Italy,Andrea Belotti,70
Liechtenstein,Italy,Italy,Alessio Romagnoli,77
Liechtenstein,Italy,Italy,Stephan El Shaarawy,82
Liechtenstein,Italy,Italy,Andrea Belotti,90
Mongolia,Kyrgyzstan,Kyrgyzstan,Gulzhigit Alykulov,13
Mongolia,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,42
Mongolia,Kyrgyzstan,Mongolia,Norjmoogiin Tsedenbal,57
Qatar,Oman,Qatar,Akram Afif,2
Qatar,Oman,Oman,Rabia Al-Alawi,63
Qatar,Oman,Qatar,Almoez Ali,71
Romania,Norway,Romania,Alexandru Mitriță,62
Romania,Norway,Norway,Alexander Sørloth,90
Singapore,Uzbekistan,Uzbekistan,Odil Ahmedov,15
Singapore,Uzbekistan,Singapore,Ikhsan Fandi,45
Singapore,Uzbekistan,Uzbekistan,Eldor Shomurodov,51
Singapore,Uzbekistan,Uzbekistan,Eldor Shomurodov,90
Sri Lanka,Lebanon,Lebanon,Hassan Maatouk,15
Sri Lanka,Lebanon,Lebanon,Hilal El-Helwe,38
Sri Lanka,Lebanon,Lebanon,Hilal El-Helwe,81
Sweden,Spain,Sweden,Marcus Berg,50
Sweden,Spain,Spain,Rodrigo,90
Switzerland,Republic of Ireland,Switzerland,Haris Seferovic,16
Switzerland,Republic of Ireland,Switzerland,Edimilson Fernandes,90
Syria,Guam,Syria,Omar Al Somah,3
Syria,Guam,Syria,Omar Al Somah,44
Syria,Guam,Syria,Omar Al Somah,83
Syria,Guam,Syria,Mahmoud Al-Mawas,90
Taiwan,Australia,Australia,Adam Taggart,12
Taiwan,Australia,Australia,Adam Taggart,19
Taiwan,Australia,Taiwan,Chen Yi-wei,21
Taiwan,Australia,Australia,Jackson Irvine,34
Taiwan,Australia,Australia,Jackson Irvine,37
Taiwan,Australia,Australia,Harry Souttar,73
Taiwan,Australia,Australia,Jamie Maclaren,84
Taiwan,Australia,Australia,Harry Souttar,89
Tajikistan,Japan,Japan,Takumi Minamino,53
Tajikistan,Japan,Japan,Takumi Minamino,55
Tajikistan,Japan,Japan,Takuma Asano,82
Thailand,United Arab Emirates,Thailand,Teerasil Dangda,26
Thailand,United Arab Emirates,United Arab Emirates,Ali Mabkhout,45
Thailand,United Arab Emirates,Thailand,Ekanit Panya,51
Afghanistan,India,Afghanistan,Zelfy Nazary,45
Afghanistan,India,India,Seiminlen Doungel,90
Albania,Andorra,Albania,Bekim Balaj,6
Albania,Andorra,Andorra,Cristian Martínez,18
Albania,Andorra,Andorra,Cristian Martínez,48
Albania,Andorra,Albania,Rey Manaj,55
Czech Republic,Kosovo,Kosovo,Atdhe Nuhiu,50
Czech Republic,Kosovo,Czech Republic,Alex Král,71
Czech Republic,Kosovo,Czech Republic,Ondřej Čelůstka,79
England,Montenegro,England,Alex Oxlade-Chamberlain,11
England,Montenegro,England,Harry Kane,19
England,Montenegro,England,Harry Kane,24
England,Montenegro,England,Marcus Rashford,30
England,Montenegro,England,Harry Kane,37
